Problem type,Reported date,Primary action type,Primary action date,Assessment status,Repair date,Lat,Lng,Case status,Last updated
Other - road related,2024-01-19 00:00:00,Assess,26/01/2024,,,57.1498739525134,-2.09448337554932,open,19/01/2024
Markings - defective,2024-01-20 00:00:00,Assess,27/01/2024,,,57.1374060066359,-2.11248904466629,open,20/01/2024
Uneven surface or cracking,2024-01-20 00:00:00,Assess,27/01/2024,,,57.1666195967323,-2.13928699493408,open,20/01/2024
Other - road related,2024-01-20 00:00:00,Assess,27/01/2024,Assessed,19/02/2024,57.1790746436331,-2.12700481573847,open,26/01/2024
Markings - defective,2024-01-20 00:00:00,Assess,27/01/2024,Assessed,19/02/2024,57.1470408812683,-2.21960306167603,open,26/01/2024
Markings - defective,2024-01-20 00:00:00,Assess,27/01/2024,Assessed,20/02/2024,57.1484473098329,-2.16081225216385,open,26/01/2024
Pothole,2024-01-20 00:00:00,Assess,27/01/2024,,,57.1857314425932,-2.1104163995733,open,20/01/2024
Markings - defective,2024-01-22 00:00:00,Assess,29/01/2024,Assessed,21/02/2024,57.1468087944896,-2.10848450660706,open,26/01/2024
Other - road related,2024-01-22 00:00:00,Assess,29/01/2024,,,57.1831552413358,-2.13590741157532,open,22/01/2024
Markings - defective,2024-01-22 00:00:00,Assess,29/01/2024,,,57.1857870524822,-2.11106324401499,open,22/01/2024
Pothole,2024-01-22 00:00:00,Assess,29/01/2024,,,57.129433572008,-2.09273524586479,open,22/01/2024
Pothole,2024-01-23 00:00:00,Assess,30/01/2024,Assessed,22/02/2024,57.1433925983051,-2.12119281291962,open,26/01/2024
Pothole,2024-01-23 00:00:00,Assess,30/01/2024,,,57.212738176773,-2.18500256538391,open,23/01/2024
Other - road related,2024-01-23 00:00:00,Assess,30/01/2024,,,57.1266746753281,-2.2083243727684,open,23/01/2024
"Utility cover - broken, high/low or missing",2024-01-23 00:00:00,Make safe,23/01/2024,,,57.2138594691768,-2.18688011169434,open,23/01/2024
Markings - defective,2024-01-23 00:00:00,Assess,30/01/2024,Assessed,22/02/2024,57.1858403797441,-2.11075080558658,open,26/01/2024
Pothole,2024-01-24 00:00:00,Assess,31/01/2024,,,57.1482922099471,-2.22409844398499,open,24/01/2024
Other - road related,2024-01-24 00:00:00,Assess,31/01/2024,,,57.2112923929569,-2.08104003221479,open,24/01/2024
Pothole,2024-01-25 00:00:00,Assess,01/02/2024,,,57.1636131887181,-2.21893787384033,open,25/01/2024
Other - road related,2024-01-25 00:00:00,Assess,01/02/2024,,,57.15226889131,-2.22333669662476,open,25/01/2024
Oil or Fuel spill,2024-01-25 00:00:00,Make safe,26/01/2024,,,57.1711845973052,-2.14381992816925,open,25/01/2024
Pothole,2024-01-26 00:00:00,Assess,02/02/2024,,,57.1610998894552,-2.16248273849487,open,26/01/2024
Markings - defective,2024-01-26 00:00:00,Assess,02/02/2024,Assessed,25/02/2024,57.1501431965656,-2.09144357064361,open,26/01/2024
Other - road related,2024-01-26 00:00:00,Assess,02/02/2024,,,57.1790441423466,-2.17734315181588,open,26/01/2024
Uneven surface or cracking,2024-01-26 00:00:00,Assess,02/02/2024,,,57.1292055765857,-2.14057311415672,open,26/01/2024
Markings - defective,2024-01-26 00:00:00,Assess,02/02/2024,,,57.1424733371074,-2.12975978851318,open,26/01/2024
Uneven surface or cracking,2024-01-27 00:00:00,Assess,03/02/2024,,,57.1644201026335,-2.1194976568222,open,27/01/2024
Pothole,2024-01-27 00:00:00,Assess,03/02/2024,,,57.1622128929004,-2.21280097961426,open,27/01/2024
Other - road related,2024-01-27 00:00:00,Assess,03/02/2024,,,57.1328946144012,-2.12640166282654,open,27/01/2024
Other - road related,2024-01-27 00:00:00,Assess,03/02/2024,Assessed,26/02/2024,57.1523861235065,-2.12870836257935,open,29/01/2024
Markings - defective,2024-01-27 00:00:00,Assess,03/02/2024,,,57.147884800949,-2.11317837238312,open,27/01/2024
Markings - defective,2024-01-28 00:00:00,Assess,04/02/2024,Assessed,27/02/2024,57.1439078405167,-2.10604944982492,open,29/01/2024
Other - road related,2024-01-28 00:00:00,Assess,04/02/2024,Assessed,27/02/2024,57.1942015520772,-2.11927771568298,open,29/01/2024
Pothole,2024-01-28 00:00:00,Assess,04/02/2024,,,57.2177530449954,-2.07581520080566,open,28/01/2024
Other - road related,2024-01-28 00:00:00,Assess,04/02/2024,,,57.1359621396506,-2.16304063796997,open,28/01/2024
Pothole,2024-01-29 00:00:00,Assess,05/02/2024,,,57.1306134396376,-2.07678213715553,open,29/01/2024
Markings - defective,2024-01-29 00:00:00,Assess,05/02/2024,Assessed,28/02/2024,57.1400006368829,-2.11824506521225,open,29/01/2024
Markings - defective,2024-01-29 00:00:00,Assess,05/02/2024,,,57.1410424713945,-2.11373867269231,open,29/01/2024
"Utility cover - broken, high/low or missing",2024-01-30 00:00:00,Make safe,30/01/2024,,,57.1057973051546,-2.08292841911316,open,30/01/2024
Pothole,2024-01-30 00:00:00,Assess,06/02/2024,,,57.1927782487428,-2.12268948554993,open,30/01/2024
Uneven surface or cracking,2024-01-30 00:00:00,Assess,06/02/2024,,,57.1246215617981,-2.12233006954193,open,30/01/2024
Markings - defective,2024-01-30 00:00:00,Assess,06/02/2024,,,57.1901681794563,-2.10393011569977,open,30/01/2024
Pothole,2024-01-31 00:00:00,Assess,07/02/2024,,,57.1287435218916,-2.12765693664551,open,31/01/2024
Other - road related,2024-01-31 00:00:00,Assess,07/02/2024,,,57.1570078677307,-2.09504663944244,open,31/01/2024
Other - road related,2024-01-31 00:00:00,Assess,07/02/2024,Assessed,02/03/2024,57.1578210353562,-2.13053226470947,open,01/02/2024
Pothole,2024-02-01 00:00:00,Assess,08/02/2024,Assessed,02/03/2024,57.2024400091288,-2.09195539355278,open,02/02/2024
Other - road related,2024-02-01 00:00:00,Assess,08/02/2024,,,57.1897181039038,-2.07954883575439,open,01/02/2024
Pothole,2024-02-01 00:00:00,Assess,08/02/2024,,,57.1856655576234,-2.11081534622053,open,01/02/2024
Markings - defective,2024-02-01 00:00:00,Assess,08/02/2024,Assessed,03/03/2024,57.1329927226169,-2.13306427001953,open,02/02/2024
Uneven surface or cracking,2024-02-02 00:00:00,Assess,09/02/2024,,,57.1387473038239,-2.12095141410828,open,02/02/2024
Other - road related,2024-02-02 00:00:00,Assess,09/02/2024,,,57.0942563305416,-2.26636994628734,open,02/02/2024
Markings - defective,2024-02-02 00:00:00,Assess,09/02/2024,Assessed,03/03/2024,57.1773987158138,-2.17940211296082,open,07/02/2024
Pothole,2024-02-02 00:00:00,Assess,09/02/2024,,,57.160873313206,-2.14577794075012,open,02/02/2024
Other - road related,2024-02-03 00:00:00,Assess,10/02/2024,,,57.0944903090665,-2.2720992565155,open,03/02/2024
Uneven surface or cracking,2024-02-03 00:00:00,Assess,10/02/2024,Assessed,04/03/2024,57.1008084337573,-2.25924074649811,open,07/02/2024
Pothole,2024-02-03 00:00:00,Assess,10/02/2024,,,57.1306012519357,-2.07666277885437,open,03/02/2024
Pothole,2024-02-04 00:00:00,Assess,11/02/2024,,,57.0897790185924,-2.10922479629517,open,04/02/2024
Markings - defective,2024-02-04 00:00:00,Assess,11/02/2024,,,57.1509855819236,-2.09870120914275,open,04/02/2024
Other - road related,2024-02-04 00:00:00,Assess,11/02/2024,Assessed,06/03/2024,57.1304073204864,-2.12669402360916,open,06/02/2024
Pothole,2024-02-05 00:00:00,Assess,12/02/2024,,,57.1307854966179,-2.07591712474823,open,05/02/2024
Other - road related,2024-02-06 00:00:00,Assess,13/02/2024,,,57.1502930656761,-2.1353280544281,open,06/02/2024
Pothole,2024-02-06 00:00:00,Assess,13/02/2024,Assessed,07/03/2024,57.1560293873631,-2.1568178711459,open,14/02/2024
Pothole,2024-02-06 00:00:00,Assess,13/02/2024,,,57.1380462568591,-2.09580302238464,open,06/02/2024
Bollard - damaged or missing,2024-02-06 00:00:00,Assess,13/02/2024,,,57.1478983665392,-2.21763029694557,open,06/02/2024
Pothole,2024-02-07 00:00:00,Assess,14/02/2024,Assessed,08/03/2024,57.1912522954735,-2.08912968635559,open,08/02/2024
Other - road related,2024-02-07 00:00:00,Assess,14/02/2024,,,57.1516688583259,-2.14541852474213,open,07/02/2024
"Utility cover - broken, high/low or missing",2024-02-07 00:00:00,Make safe,07/02/2024,,,57.1567581189244,-2.15708613395691,open,07/02/2024
Pothole,2024-02-07 00:00:00,Assess,14/02/2024,,,57.1147827447637,-2.07342267036438,open,07/02/2024
Markings - defective,2024-02-07 00:00:00,Assess,14/02/2024,Assessed,08/03/2024,57.1465677115847,-2.10810899734497,open,08/02/2024
Pothole,2024-02-08 00:00:00,Assess,15/02/2024,,,57.1856789876829,-2.11076706647873,open,08/02/2024
Pothole,2024-02-09 00:00:00,Assess,16/02/2024,,,57.1045484886819,-2.23361760377884,open,09/02/2024
Pothole,2024-02-09 00:00:00,Assess,16/02/2024,Assessed,10/03/2024,57.1145873417716,-2.19553828239441,open,09/02/2024
Other - road related,2024-02-09 00:00:00,Assess,16/02/2024,,,57.2124669717654,-2.18433737754822,open,09/02/2024
Pothole,2024-02-10 00:00:00,Assess,17/02/2024,,,57.1202913644514,-2.14579582256647,open,10/02/2024
Pothole,2024-02-10 00:00:00,Assess,17/02/2024,Assessed,11/03/2024,57.1573147479491,-2.11271435022354,open,12/02/2024
Pothole,2024-02-11 00:00:00,Assess,18/02/2024,Assessed,12/03/2024,57.0985219335156,-2.0951646566391,open,13/02/2024
Other - road related,2024-02-11 00:00:00,Assess,18/02/2024,,,57.1801757096126,-2.15003728866577,open,11/02/2024
Pothole,2024-02-12 00:00:00,Assess,19/02/2024,Assessed,13/03/2024,57.1520813740062,-2.13695903209782,open,12/02/2024
Pothole,2024-02-12 00:00:00,Assess,19/02/2024,,,57.1608968490876,-2.14578330516815,open,12/02/2024
Other - road related,2024-02-12 00:00:00,Assess,19/02/2024,,,57.1637693466395,-2.12103456258774,open,12/02/2024
Pothole,2024-02-13 00:00:00,Assess,20/02/2024,,,57.1295541155613,-2.11738809943199,open,13/02/2024
"Cobbles - damaged, missing or uneven",2024-02-13 00:00:00,Assess,20/02/2024,,,57.1521117290061,-2.2233635187149,open,13/02/2024
Uneven surface or cracking,2024-02-13 00:00:00,Assess,20/02/2024,Assessed,14/03/2024,57.1750398372789,-2.18678086996078,open,19/02/2024
Markings - defective,2024-02-14 00:00:00,Assess,21/02/2024,,,57.1961659121398,-2.20947504043579,open,14/02/2024
Pothole,2024-02-14 00:00:00,Assess,21/02/2024,,,57.1819269200127,-2.20026433467865,open,14/02/2024
Markings - defective,2024-02-14 00:00:00,Assess,21/02/2024,Assessed,15/03/2024,57.1364724664259,-2.11884789168835,open,15/02/2024
Uneven surface or cracking,2024-02-14 00:00:00,Assess,21/02/2024,,,57.1366774896812,-2.13882833719254,open,14/02/2024
Other - road related,2024-02-15 00:00:00,Assess,22/02/2024,,,57.1804967154146,-2.19038844108582,open,15/02/2024
Pothole,2024-02-15 00:00:00,Assess,22/02/2024,,,57.1704110490153,-2.12797343730927,open,15/02/2024
Pothole,2024-02-15 00:00:00,Assess,22/02/2024,Assessed,16/03/2024,57.1748964768741,-2.14866399765015,open,23/02/2024
Other - road related,2024-02-15 00:00:00,Assess,22/02/2024,Assessed,16/03/2024,57.1373234476355,-2.08729091015357,open,16/02/2024
Uneven surface or cracking,2024-02-15 00:00:00,Assess,22/02/2024,,,57.1483274484233,-2.09629654884338,open,15/02/2024
Pothole,2024-02-16 00:00:00,Assess,23/02/2024,,,57.1103383846654,-2.23938569426537,open,16/02/2024
Pothole,2024-02-16 00:00:00,Assess,23/02/2024,Assessed,17/03/2024,57.1839626145357,-2.12911874055862,open,22/02/2024
Pothole,2024-02-16 00:00:00,Assess,23/02/2024,Assessed,18/03/2024,57.1615480259153,-2.16995000839233,open,22/02/2024
Other - road related,2024-02-17 00:00:00,Assess,24/02/2024,,,57.1498991185332,-2.09377259016037,open,17/02/2024
Pothole,2024-02-17 00:00:00,Assess,24/02/2024,Assessed,18/03/2024,57.1543355681061,-2.10980415344238,open,28/02/2024
Pothole,2024-02-17 00:00:00,Assess,24/02/2024,,,57.1087635322191,-2.24036335945129,open,17/02/2024
Pothole,2024-02-18 00:00:00,Assess,25/02/2024,,,57.1301792847695,-2.13935136795044,open,18/02/2024
Pothole,2024-02-18 00:00:00,Assess,25/02/2024,Assessed,19/03/2024,57.1964398616464,-2.18945503234863,open,22/02/2024
Guard rail - damaged or broken,2024-02-18 00:00:00,Make safe,18/02/2024,,,57.1222817930913,-2.11720034480095,open,18/02/2024
Other - road related,2024-02-18 00:00:00,Assess,25/02/2024,,,57.1469023776801,-2.136390209198,open,18/02/2024
Markings - defective,2024-02-19 00:00:00,Assess,26/02/2024,,,57.137052342856,-2.10826992988586,open,19/02/2024
Pothole,2024-02-19 00:00:00,Assess,26/02/2024,,,57.148578572747,-2.14239299297333,open,19/02/2024
Uneven surface or cracking,2024-02-19 00:00:00,Assess,26/02/2024,Assessed,20/03/2024,57.1695717287662,-2.13154345750809,open,27/02/2024
Other - road related,2024-02-19 00:00:00,Assess,26/02/2024,Assessed,20/03/2024,57.1679995084201,-2.09645748138428,open,20/02/2024
Other - road related,2024-02-19 00:00:00,Assess,26/02/2024,,,57.1574110807552,-2.16146349906921,open,19/02/2024
Other - road related,2024-02-20 00:00:00,Assess,27/02/2024,,,57.1134033049997,-2.35850930213928,open,20/02/2024
Markings - defective,2024-02-20 00:00:00,Assess,27/02/2024,Assessed,21/03/2024,57.1840448567266,-2.12865471839905,open,21/02/2024
Pothole,2024-02-20 00:00:00,Assess,27/02/2024,,,57.168953382486,-2.14058518409729,open,20/02/2024
Other - road related,2024-02-20 00:00:00,Assess,27/02/2024,Assessed,21/03/2024,57.1528539874684,-2.22121775150299,open,01/03/2024
Pothole,2024-02-20 00:00:00,Assess,27/02/2024,Assessed,22/03/2024,57.1840062226796,-2.12895780801773,open,21/02/2024
Pothole,2024-02-21 00:00:00,Assess,28/02/2024,,,57.1742905103903,-2.18218222260475,open,21/02/2024
Other - road related,2024-02-21 00:00:00,Assess,28/02/2024,,,57.2106031153417,-2.19882667064667,open,21/02/2024
Pothole,2024-02-21 00:00:00,Assess,28/02/2024,Assessed,22/03/2024,57.1181532017966,-2.19641590359061,open,22/02/2024
Pothole,2024-02-22 00:00:00,Assess,29/02/2024,,,57.2109989442397,-2.1801370382309,open,22/02/2024
Other - road related,2024-02-22 00:00:00,Assess,29/02/2024,,,57.1335649891368,-2.0878978818655,open,22/02/2024
Pothole,2024-02-22 00:00:00,Assess,29/02/2024,Assessed,23/03/2024,57.1694321280112,-2.11970150470734,open,23/02/2024
Uneven surface or cracking,2024-02-22 00:00:00,Assess,29/02/2024,,,57.1906318139463,-2.10508346557617,open,22/02/2024
Pothole,2024-02-23 00:00:00,Assess,01/03/2024,,,57.1714295228674,-2.16136693954468,open,23/02/2024
Markings - defective,2024-02-23 00:00:00,Assess,01/03/2024,,,57.1449591092521,-2.09936364938557,open,23/02/2024
Other - road related,2024-02-23 00:00:00,Assess,01/03/2024,,,57.2021613391455,-2.19015777111053,open,23/02/2024
Other - road related,2024-02-24 00:00:00,Assess,02/03/2024,,,57.1476904452658,-2.13576525449753,open,24/02/2024
Uneven surface or cracking,2024-02-24 00:00:00,Assess,02/03/2024,,,57.2021767306915,-2.18382239341736,open,24/02/2024
Pothole,2024-02-25 00:00:00,Assess,03/03/2024,,,57.148296302159,-2.22432911396027,open,25/02/2024
Other - road related,2024-02-25 00:00:00,Assess,03/03/2024,,,57.1609580145759,-2.15456485748291,open,25/02/2024
Pothole,2024-02-26 00:00:00,Assess,04/03/2024,Assessed,27/03/2024,0,0,open,27/02/2024
Uneven surface or cracking,2024-02-26 00:00:00,Assess,04/03/2024,,,57.1489615079146,-2.10655331611633,open,26/02/2024
Markings - defective,2024-02-26 00:00:00,Assess,04/03/2024,,,57.1656773334014,-2.17084050178528,open,26/02/2024
Pothole,2024-02-26 00:00:00,Assess,04/03/2024,,,0,0,open,26/02/2024
Other - road related,2024-02-26 00:00:00,Assess,04/03/2024,,,0,0,open,26/02/2024
Pothole,2024-02-27 00:00:00,Assess,05/03/2024,,,0,0,open,27/02/2024
Pothole,2024-02-27 00:00:00,Assess,05/03/2024,Assessed,28/03/2024,0,0,open,05/03/2024
Markings - defective,2024-02-27 00:00:00,Assess,05/03/2024,,,0,0,open,27/02/2024
Uneven surface or cracking,2024-02-27 00:00:00,Assess,05/03/2024,Assessed,28/03/2024,0,0,open,01/03/2024
Uneven surface or cracking,2024-02-27 00:00:00,Assess,05/03/2024,,,0,0,open,27/02/2024
Pothole,2024-02-28 00:00:00,Assess,06/03/2024,,,57.1381410745333,-2.16439448297024,open,28/02/2024
Pothole,2024-02-28 00:00:00,Assess,06/03/2024,Assessed,29/03/2024,0,0,open,28/02/2024
Crash barrier - damaged or broken,2024-02-28 00:00:00,Assess,06/03/2024,,,57.1062243829243,-2.11699247360229,open,28/02/2024
Pothole,2024-02-29 00:00:00,Assess,07/03/2024,,,57.148293983239,-2.22427278757095,open,29/02/2024
Uneven surface or cracking,2024-02-29 00:00:00,Assess,07/03/2024,,,57.1754312925989,-2.15210258960724,open,29/02/2024
Other - road related,2024-02-29 00:00:00,Assess,07/03/2024,Assessed,30/03/2024,57.1550415616613,-2.22091197967529,open,29/02/2024
Other - road related,2024-02-29 00:00:00,Assess,07/03/2024,,,57.1911039658207,-2.12355852127075,open,29/02/2024
Pothole,2024-02-29 00:00:00,Assess,07/03/2024,Assessed,30/03/2024,57.1152250830193,-2.18515276908875,open,05/03/2024
Pothole,2024-03-01 00:00:00,Assess,08/03/2024,,,57.1294363137124,-2.19277024269104,open,01/03/2024
Markings - defective,2024-03-01 00:00:00,Assess,08/03/2024,,,57.1360784879883,-2.09464430809021,open,01/03/2024
Pothole,2024-03-01 00:00:00,Assess,08/03/2024,Assessed,31/03/2024,57.1750244707732,-2.18677550554276,open,05/03/2024
"Cobbles - damaged, missing or uneven",2024-03-01 00:00:00,Assess,08/03/2024,,,57.1519869064801,-2.10375040769577,open,01/03/2024
Guard rail - damaged or broken,2024-03-02 00:00:00,Make safe,02/03/2024,,,57.1363171874206,-2.13889002799988,open,02/03/2024
Pothole,2024-03-02 00:00:00,Assess,09/03/2024,,,57.2064764027331,-2.17388129647588,open,02/03/2024
Pothole,2024-03-02 00:00:00,Assess,09/03/2024,Assessed,01/04/2024,57.1161337176262,-2.11153417825699,open,04/03/2024
Uneven surface or cracking,2024-03-02 00:00:00,Assess,09/03/2024,,,57.1691826697322,-2.21605028429622,open,02/03/2024
Pothole,2024-03-03 00:00:00,Assess,10/03/2024,Assessed,02/04/2024,57.0947715146037,-2.27237284183502,open,14/03/2024
Other - road related,2024-03-03 00:00:00,Assess,10/03/2024,,,57.138025963881,-2.10328638553619,open,03/03/2024
Markings - defective,2024-03-03 00:00:00,Assess,10/03/2024,,,57.1495555338202,-2.1337428689003,open,03/03/2024
Pothole,2024-03-03 00:00:00,Assess,10/03/2024,,,57.09550336057,-2.10469186306,open,03/03/2024
Pothole,2024-03-03 00:00:00,Assess,10/03/2024,Assessed,03/04/2024,57.1476305729073,-2.14232325553894,open,11/03/2024
Pothole,2024-03-04 00:00:00,Assess,11/03/2024,Assessed,03/04/2024,57.1306869639854,-2.13181972503662,open,05/03/2024
Markings - defective,2024-03-04 00:00:00,Assess,11/03/2024,Assessed,03/04/2024,57.136456820082,-2.11885325610638,open,04/03/2024
Uneven surface or cracking,2024-03-04 00:00:00,Assess,11/03/2024,,,57.1482678726444,-2.22429156303406,open,04/03/2024
Other - road related,2024-03-04 00:00:00,Assess,11/03/2024,,,57.1373082346236,-2.12659478187561,open,04/03/2024
Markings - defective,2024-03-04 00:00:00,Assess,11/03/2024,,,57.1248981892718,-2.08933353424072,open,04/03/2024
Uneven surface or cracking,2024-03-04 00:00:00,Assess,11/03/2024,Assessed,03/04/2024,57.1609003490094,-2.20659971237183,open,15/03/2024
Pothole,2024-03-04 00:00:00,Assess,11/03/2024,,,57.0981145728289,-2.26659268140793,open,04/03/2024
Other - road related,2024-03-05 00:00:00,Assess,12/03/2024,,,57.141725354667,-2.09349632263184,open,05/03/2024
Pothole,2024-03-05 00:00:00,Assess,12/03/2024,,,57.0986659864312,-2.08295524120331,open,05/03/2024
Pothole,2024-03-05 00:00:00,Assess,12/03/2024,Assessed,04/04/2024,57.1520183224241,-2.11499691009521,open,11/03/2024
Pothole,2024-03-05 00:00:00,Assess,12/03/2024,Assessed,05/04/2024,57.1627520576813,-2.13747135495396,open,06/03/2024
Pothole,2024-03-06 00:00:00,Assess,13/03/2024,Assessed,05/04/2024,57.1443266785686,-2.07241593804383,open,07/03/2024
Pothole,2024-03-06 00:00:00,Assess,13/03/2024,,,57.1541772749302,-2.15230911970139,open,06/03/2024
Markings - defective,2024-03-06 00:00:00,Assess,13/03/2024,,,57.1415578166759,-2.11881637573242,open,06/03/2024
Other - road related,2024-03-06 00:00:00,Assess,13/03/2024,,,57.1478193745534,-2.24440991883966,open,06/03/2024
Uneven surface or cracking,2024-03-06 00:00:00,Assess,13/03/2024,Assessed,05/04/2024,57.1988233106251,-2.12573647499084,open,13/03/2024
Uneven surface or cracking,2024-03-06 00:00:00,Assess,13/03/2024,,,57.1270639839967,-2.14293479919434,open,06/03/2024
Uneven surface or cracking,2024-03-06 00:00:00,Assess,13/03/2024,Assessed,06/04/2024,57.1329398657276,-2.12472796440125,open,07/03/2024
Pothole,2024-03-07 00:00:00,Assess,14/03/2024,,,57.0986376255019,-2.08297401666641,open,07/03/2024
Uneven surface or cracking,2024-03-07 00:00:00,Assess,14/03/2024,,,57.1626451551189,-2.09680750966072,open,07/03/2024
Pothole,2024-03-07 00:00:00,Assess,14/03/2024,Assessed,06/04/2024,57.1615897816823,-2.13807463645935,open,15/03/2024
Other - road related,2024-03-07 00:00:00,Assess,14/03/2024,Assessed,06/04/2024,57.1272588738671,-2.14353561401367,open,12/03/2024
Other - road related,2024-03-07 00:00:00,Assess,14/03/2024,,,57.1997247628987,-2.19194680452347,open,07/03/2024
Pothole,2024-03-07 00:00:00,Assess,14/03/2024,Assessed,07/04/2024,57.1676941571509,-2.14360918307875,open,08/03/2024
Pothole,2024-03-08 00:00:00,Assess,15/03/2024,,,57.1826678804471,-2.09162771696356,open,08/03/2024
Pothole,2024-03-08 00:00:00,Assess,15/03/2024,Assessed,07/04/2024,57.0965176866959,-2.08985388278961,open,12/03/2024
Uneven surface or cracking,2024-03-08 00:00:00,Assess,15/03/2024,,,57.1698666063625,-2.15986490249634,open,08/03/2024
Bollard - damaged or missing,2024-03-08 00:00:00,Assess,15/03/2024,,,57.1330772843854,-2.14906834065914,open,08/03/2024
Other - road related,2024-03-08 00:00:00,Assess,15/03/2024,,,57.1583513182667,-2.14166879653931,open,08/03/2024
Pothole,2024-03-08 00:00:00,Assess,15/03/2024,Assessed,08/04/2024,57.1641786756907,-2.17024505138397,open,13/03/2024
Uneven surface or cracking,2024-03-08 00:00:00,Assess,15/03/2024,Assessed,08/04/2024,57.1622357267986,-2.17013910412788,open,13/03/2024
Pothole,2024-03-09 00:00:00,Assess,16/03/2024,Assessed,08/04/2024,57.1335649095343,-2.08780735731125,open,12/03/2024
Markings - defective,2024-03-09 00:00:00,Assess,16/03/2024,Assessed,08/04/2024,57.1453573750208,-2.14907303452492,open,11/03/2024
Markings - defective,2024-03-09 00:00:00,Assess,16/03/2024,,,57.1367466878769,-2.13874518871307,open,09/03/2024
Pothole,2024-03-09 00:00:00,Assess,16/03/2024,,,57.1850045398354,-2.11430490016937,open,09/03/2024
Pothole,2024-03-09 00:00:00,Assess,16/03/2024,Assessed,09/04/2024,57.160928655804,-2.20686550649134,open,15/03/2024
Uneven surface or cracking,2024-03-09 00:00:00,Assess,16/03/2024,Assessed,09/04/2024,57.1607966155699,-2.20815615992251,open,15/03/2024
Pothole,2024-03-10 00:00:00,Assess,17/03/2024,,,57.1724968159092,-2.13484525680542,open,10/03/2024
Pothole,2024-03-10 00:00:00,Assess,17/03/2024,Assessed,09/04/2024,57.1901249570063,-2.11099658674584,open,12/03/2024
Pothole,2024-03-11 00:00:00,Assess,18/03/2024,Assessed,10/04/2024,57.1009016736804,-2.27141797542572,open,15/03/2024
Markings - defective,2024-03-11 00:00:00,Assess,18/03/2024,Assessed,10/04/2024,57.1237198995856,-2.12860393004121,open,12/03/2024
Pothole,2024-03-11 00:00:00,Assess,18/03/2024,,,57.1700308657452,-2.12381601333618,open,11/03/2024
Other - road related,2024-03-11 00:00:00,Assess,18/03/2024,,,57.1454400214334,-2.17220306396484,open,11/03/2024
Uneven surface or cracking,2024-03-11 00:00:00,Assess,18/03/2024,Assessed,10/04/2024,57.1402882584316,-2.17406413983554,open,12/03/2024
Markings - defective,2024-03-11 00:00:00,Assess,18/03/2024,,,57.1841785879072,-2.12948083877563,open,11/03/2024
Other - road related,2024-03-11 00:00:00,Assess,18/03/2024,Assessed,11/04/2024,57.1909179397927,-2.12332248687744,open,14/03/2024
Uneven surface or cracking,2024-03-11 00:00:00,Assess,18/03/2024,,,57.1909760730271,-2.12546825408936,open,11/03/2024
Pothole,2024-03-11 00:00:00,Assess,18/03/2024,Assessed,11/04/2024,57.1298427387425,-2.12995290756226,open,12/03/2024
Pothole,2024-03-12 00:00:00,Assess,19/03/2024,Assessed,11/04/2024,57.1593648969866,-2.14016675949097,open,15/03/2024
Pothole,2024-03-12 00:00:00,Assess,19/03/2024,,,57.1650896541973,-2.21975326538086,open,12/03/2024
Markings - defective,2024-03-12 00:00:00,Assess,19/03/2024,Assessed,11/04/2024,57.1272368982392,-2.07976246656472,open,12/03/2024
Pothole,2024-03-12 00:00:00,Assess,19/03/2024,Assessed,12/04/2024,57.1793187294943,-2.19384513795376,open,14/03/2024
Pothole,2024-03-13 00:00:00,Assess,20/03/2024,,,57.1228213312137,-2.11341440677643,open,13/03/2024
Pothole,2024-03-13 00:00:00,Assess,20/03/2024,Assessed,12/04/2024,57.1603369482487,-2.10033863782883,open,14/03/2024
Other - road related,2024-03-13 00:00:00,Assess,20/03/2024,,,57.1328241749192,-2.15454339981079,open,13/03/2024
Uneven surface or cracking,2024-03-13 00:00:00,Assess,20/03/2024,Assessed,12/04/2024,57.1893745597951,-2.11206257343292,open,14/03/2024
Pothole,2024-03-13 00:00:00,Assess,20/03/2024,Assessed,13/04/2024,57.1166522200545,-2.10757791996002,open,14/03/2024
Pothole,2024-03-14 00:00:00,Assess,21/03/2024,,,57.1368115923626,-2.13870227336884,open,14/03/2024
Pothole,2024-03-14 00:00:00,Assess,21/03/2024,Assessed,13/04/2024,57.1475804310113,-2.1063494682312,open,15/03/2024
Other - road related,2024-03-14 00:00:00,Assess,21/03/2024,,,57.1372755856209,-2.21831543371081,open,14/03/2024
Pothole,2024-03-15 00:00:00,Assess,22/03/2024,Assessed,14/04/2024,57.1834384269904,-2.18082904815674,open,15/03/2024
Pothole,2024-03-15 00:00:00,Assess,22/03/2024,,,57.1790408911746,-2.15174099430442,open,15/03/2024
Pothole,2024-03-16 00:00:00,Assess,23/03/2024,,,57.1180935546847,-2.17477664351463,open,16/03/2024
Oil or Fuel spill,2024-03-16 00:00:00,Make safe,16/03/2024,,,57.1354806410385,-2.09628045558929,open,16/03/2024
Uneven surface or cracking,2024-03-16 00:00:00,Assess,23/03/2024,,,57.1217027951153,-2.18316078184671,open,16/03/2024
